url,name,ingredients,energy_value_all,protein_value_all,fat_value_all,carb_value_all,energy_value_portion,protein_value_portion,fat_value_portion,carb_value_portion,energy_value_100g,protein_value_100g,fat_value_100g,carb_value_100g,portion_count,instruction
https://www.povarenok.ru/recipes/show/181346/,"Салат ""Красная роза""","{'Свекла': '3 шт', 'Сельдь': '150 г', 'Огурец маринованный': '150 г', 'Картофель': '3 шт', 'Яйцо куриное': '3 шт', 'Морковь': '1 шт', 'Лук репчатый': '1 шт', 'Сметана': '4 ст. л.', 'Майонез': '4 ст. л.'}",1760.4,74,102.3,133.9,,,,,117.4,4.9,6.8,8.9,,"['Свеклу, морковь, картофель и яйца очистить и нарезать средними кубиками. Часть свеклы не забудьте оставить для украшения салата.', 'Луковицу очистить и мелко нарезать.', 'Сельдь очистить, аккуратно вынуть мелкие кости и нарезать кубиками.', 'Огурцы, также, нарезать кубиками и слегка отжать лишнюю влагу.', 'Соединить все ингредиенты в глубокой миске, заправить майонезом со сметаной и перемешать.', '*', 'Салат выложить горкой на плоское блюдо. Оставшуюся свеклу нарезать тонкими кружками. Вставить кружки свеклы в салат, имитируя лепестки розы. Наверху свернуть свекольные лепестки в бутон. Украсить листиками петрушки.', 'Приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181300/,Закуска из абрикосов и Дорблю,"{'Абрикос': '8 шт', 'Сыр мягкий': '60 г', 'Орехи грецкие': '40 г', 'Тимьян': '2 ч. л.', 'Мед': '2 ст. л.'}",777.9,12.7,36.8,106,194.5,3.2,9.2,26.5,134.1,2.2,6.3,18.3,4.0,"['Разрезать каждый абрикос на две половинки и удалить косточки.', 'На половинки абрикоса выложить кусочки сыра Дорблю.', 'Выложить мелко нарезанные грецкие орехи.', 'Посыпать сухим тимьяном и отправить в духовку на 10-15 минут при 180С.', 'Вынуть абрикосы из духовки. Обильно полить медом. Можно подавать.']"
https://www.povarenok.ru/recipes/show/181280/,Крабовый салат с морковью по-корейски,"{'Морковь': '200 г', 'Кукуруза': '240 г', 'Яйцо куриное': '4 шт', 'Крабовые палочки': '200 г', 'Чеснок': 'по вкусу', 'Соль': 'по вкусу', 'Майонез': 'по вкусу'}",1321,67.2,38,175.7,,,,,153.6,7.8,4.4,20.4,,"['Крабовые палочки нарезать кубиками.', 'Вареные яйца очистить, и, также, нарезать кубиками.', 'В миску сложить яйца, крабовые палочки, морковь по-корейски, кукурузу без жидкости, по желанию добавить пропущенный через пресс или мелко нарезанный чеснок, посолить и заправить майонезом.', 'Приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181367/,Минтай в чесночном соусе,"{'Минтай': '1 кг', 'Майонез': '300 г', 'Чеснок': '5 зуб.', 'Яйцо куриное': '2 шт', 'Мука пшеничная': '1/2 стак.', 'Морковь': '2 шт', 'Лук репчатый': '1 шт', 'Соль': 'по вкусу', 'Масло растительное': 'по вкусу'}",3549.3,199.8,224.7,181.8,,,,,185.8,10.5,11.8,9.5,,"['Рыбу очистить, вымыть, нарезать порционными кусками и посолить.', 'Каждый кусок рыбы обмакнуть во взбитые яйца, обвалять в муке и обжарить с двух сторон в хорошо разогретой сковороде на растительном масле.', 'Чеснок очистить, пропустить через пресс и смешать с майонезом.', '*', 'Лук очистить и мелко нарезать.', 'Морковь натереть на мелкой терке.', 'Затем все вместе слегка обжарить на растительном масле.', 'Каждый кусок остывшей рыбы обмакнуть в чесночно-майонезную смесь и выложить в форму для запекания, смазанную растительным маслом.', '*', 'Сверху выложить морковь с луком и запекать 20-30мин в духовке, заранее разогретой до 180С.', '*', 'Приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181327/,"Закуска""Запеченные перцы""","{'Перец болгарский': '5 шт', 'Масло растительное': '4 ст. л.', 'Петрушка': '1 пуч.', 'Сахар': '2 ст. л.', 'Соль': '0,5 ч. л.', 'Перец черный': 'по вкусу', 'Уксус': '2 ст. л.', 'Чеснок': '3 зуб.', 'Паприка сладкая': '2 ч. л.'}",939.6,14.5,51.9,103.8,234.9,3.6,13,26,125.3,1.9,6.9,13.8,4.0,"['Перцы разрезать пополам, вынуть семена.', 'Перцы смазать растительным маслом и запечь в духовке при t=200 гр. примерно 20-30 минут, время зависит от вашей духовки, а также смотрите по готовности перцев,', 'Еще горячие перцы положить в пакет и завязать его, оставить на 30-40 минут.', 'Очистить перцы от кожицы, она хорошо снимается.', 'Петрушку нарезать мелко, добавить сахар и подавить толкушкой или ложкой.', 'Ингредиенты для соуса.', 'Смешать вместе растительное масло, уксус, соль, черный перец, измельченный чеснок и паприку.', 'Добавить всю смесь к петрушке.', 'Затем вылить соус на перцы, перемешать, дать настояться.', 'Подавать на стол, приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181283/,Салат из курицы с фасолью,"{'Фасоль': '200 г', 'Филе куриное': '2 шт', 'Помидор': '6 шт', 'Сок лимонный': '1/2 шт', 'Перец кайен': '1 шт', 'Масло оливковое': '5 ст. л.', 'Смесь перцев': '1/2 ч. л.', 'Лук зеленый': '1 пуч.'}",2194.3,166.7,100.9,147.5,,,,,136.3,10.4,6.3,9.2,,"['Фасоль замочить в воде на ночь. Затем бобы промыть, залить водой. Довести до кипения, огонь убавить до среднего. Варить фасоль около часа. Воду слить, фасоль остудить.', 'Куриное филе отварить: опустить филе в кипящую воду, довести до кипения. Проварить минут 5. Огонь выключить, кастрюлю накрыть крышкой. Оставить остывать на плите до комнатной температуры. \r\nНарезать готовое филе; нарезать острый зелёный перец.', 'Нарезать помидоры и зелёный лук.', 'Смешать все ингредиенты для салата. Поперчить, выложить в тарелку.', 'Готовьте с удовольствием!']"
https://www.povarenok.ru/recipes/show/181365/,Гаспачо со свеклой и вишней,"{'Помидор': '2 шт', 'Свекла': '1 шт', 'Вишня': '2 горст.', 'Сахар коричневый': '1 ст. л.', 'Сок лимонный': '1 ч. л.', 'Масло оливковое': 'по вкусу', 'Перец черный': 'по вкусу', 'Соль': 'по вкусу', 'Петрушка': 'по вкусу'}",234.5,3.6,0.6,54.5,117.3,1.8,0.3,27.3,58.6,0.9,0.2,13.6,2.0,"['Вишню поместите в малую чашу блендера, добавьте коричневый сахар, измельчите в пюре.', 'В большую чашу блендера выложите нарезанные помидоры (без кожицы).', 'Добавьте нарезанную свеклу и лимонный сок.', 'Влейте подготовленное вишневое пюре.', 'Измельчите до однородности. Добавьте по вкусу соль и перец. А еще можно довести суп до желаемой консистенции, долив немного воды или вишневого сока.', 'Разлейте суп по бокалам/чашкам/тарел кам.', 'Полейте суп оливковым маслом, украсьте листиками петрушки и подавайте.', 'Наслаждайтесь необычным летним вкусом!', 'Приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181236/,Запеканка из рыбы,"{'Хек': '600 г', 'Картофель': '600 г', 'Яйцо куриное': '1 шт', 'Сметана': '4 ст. л.', 'Сыр твердый': '150 г', 'Лук зеленый': '1 пуч.', 'Соль': 'по вкусу', 'Масло сливочное': '20 г'}",1707.5,153.7,63.4,129.9,284.6,25.6,10.6,21.7,108.1,9.7,4,8.2,6.0,"['1. Рыбу чищу, мою, удаляю внутренности и хребет, нарезаю на порционные куски, солю.\r\n2. Очищенный сырой картофель, натираю на крупной терке, промываю. Картофель солю, вбиваю яйцо, добавляю 2 ст. л. сметаны, перемешиваю.\r\n3. Форму для запекания смазываю сливочным маслом, на дно формы выкладываю половину натертого картофеля, сверху кладу филе хека, сверху оставшийся картофель, смазываю сметаной. Отправляю в духовку запекаться на 45 минут, температура духовки 180С.\r\n4. За 10 минут до окончания запекания, посыпаю сыром, натертым на крупной терке.\r\n5. Готовую запеканку нарезаю на порционные куски, посыпаю мелко нарезанным зеленым луком.']"
https://www.povarenok.ru/recipes/show/181243/,Легкий овощной суп с курицей,"{'Вода': '3 л', 'Курица': '400 г', 'Брокколи': '150 г', 'Горошек зеленый': '100 г', 'Коренья': '1 ч. л.', 'Лук репчатый': '2 шт', 'Морковь': '1 шт', 'Картофель': '3 шт', 'Чеснок': '3 зуб.', 'Соль': 'по вкусу', 'Перец черный': 'по вкусу', 'Зелень': 'по вкусу', 'Сметана': 'по вкусу', 'Масло растительное': 'по вкусу'}",1116.1,94.7,16.6,153.6,,,,,25.7,2.2,0.4,3.5,,"['Куриное мясо хорошо промыть, поместить в кастрюлю с холодной водой и поставить на огонь. Когда мясо закипит, огонь убавить, снять образовавшуюся пену, посолить, добавить головку лука, разрезанного пополам, накрыть крышкой и варить до готовности.', 'Почистить овощи.', 'Картофель порезать кубиками.', 'Вторую головку лука мелко покрошить.', 'Морковь крупно натереть на терке или нарезать в произвольной форме.', 'Брокколи разделить на соцветия и нарезать средними кусочками.', 'Чеснок очистить и мелко покрошить.', 'На небольшом количестве масла спассеровать лук, морковь, чеснок и смесь кореньев.', 'Готовую курицу вынуть из бульона, немного остудить и нарезать мясо небольшими кусочками.', 'Бульон процедить, поставить обратно на огонь, добавить нарезанное мясо, зеленый горошек, брокколи, картофель и спасерованные овощи, поперчить. Дать супу закипеть, затем огонь немного убавить и варить 10-15мин, затем огонь выключить и дать супчику настояться.', 'Настоявшийся суп разлить в тарелки, добавить зелени, сметанки, и, приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181340/,Рулеты из блинчиков,"{'Яйцо куриное': '1 шт', 'Сахар': '10 г', 'Мука пшеничная': '70 г', 'Крахмал кукурузный': '35 г', 'Молоко': '200 мл', 'Масло растительное': '20 мл', 'Сок': '5 ст. л.', 'Соль': 'Соль', 'Сыр творожный': '300 г', 'Сливки': '40 мл', 'Сахарная пудра': '40 г', 'Сок лимонный': '1 ч. л.', 'Клубника': '4 шт', 'Голубика': '8 шт', 'Мята': '1 веточ.'}",1812.2,54.7,100.2,155.8,362.4,10.9,20,31.2,203.6,6.1,11.3,17.5,5.0,"['1. Для теста: смешиваю яйцо, сахар, соль, муку и крахмал, перемешиваю венчиком, вливаю молоко, растительное масло и свекольный сок, хорошо перемешиваю венчиком.\r\n2. Жарю блинчики на среднем огне с обеих сторон, главное блинчики не передержать, чтобы они не изменили цвет.\r\n3. Для крема: соединяю крем сыр, сливки, сахарную пудру, лимонный сок, эту массу взбиваю блендером до густого состояния.\r\n4. Кладу три блинчика "" в нахлест"", смазываю кремом ( немного крема оставляю для украшения), подворачиваю бока и плотно сворачиваю в рулет, у меня получилось два рулета. Каждый рулет заворачиваю в пищевую пленку и убираю в холодильник на несколько часов.\r\n5. Готовый рулет украшаю кремом (с помощью кондитерского шприца), клубникой, голубикой и мятой.']"
https://www.povarenok.ru/recipes/show/181241/,Паста с курицей под чесночно-томатным соусом,"{'Помидор': '2 шт', 'Грудка куриная': '1 шт', 'Чеснок': '3 зуб.', 'Соус': '2 ч. л.', 'Базилик': '1/2 ч. л.', 'Соль': 'по вкусу', 'Смесь перцев': 'по вкусу', 'Масло растительное': 'по вкусу', 'Лапша': '300 г', 'Масло сливочное': 'по вкусу'}",823.1,87.3,7.8,101.8,,,,,90.5,9.6,0.9,11.2,,"['Куриное филе хорошо помыть, нарезать средними брусочками.', 'Помидоры нарезать тонкими дольками.', 'Чеснок мелко покрошить.', 'В хорошо разогретую сковороду налить немного растительного масла, добавить терияки, базилик, перец и чеснок.', 'Обжаривать 2мин, затем добавить нарезанные помидоры, слегка присолить и обжаривать до тех пор, пока они не станут мягкими. Всю массу переложить в отдельную миску.', 'В этом же соусе обжарить кусочки курицы до готовности, также слегка присолить, если в сковороде масла немного, добавить еще.', 'Когда курица будет готова, добавить обжаренную помидорную смесь, все перемешать, досолить по вкусу и готовить еще 5 - 7мин.', 'Выключить огонь, накрыть крышкой и дать постоять 10 - 15мин.', 'В кастрюлю налить воды, поставить на огонь, довести до кипения, посолить, положить лапшу. Варить на среднем огне, помешивая время от времени 7 - 10мин.', 'Когда лапша сварится, слить воду, лапшу промыть в дуршлаге под проточной водой, дать воде стечь.', 'В кастрюле растопить немного сливочного масла.', 'Затем выложить лапшу, перемешать с маслом, и, помешивая хорошо прогреть ее.', 'В тарелку выложить лапшу, добавить филе с соусом, и, приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181273/,Кассероль с форелью и рисом,"{'Форель': '200 г', 'Рис': '100 г', 'Моцарелла': '100 г', 'Сливки': '425 мл', 'Помидоры черри': '6..8 шт', 'Сыр полутвердый': '100 г', 'Цедра апельсина': '1..2 ч. л.', 'Порошок чесночный': 'по вкусу', 'Зелень': 'по вкусу', 'Перец черный': 'по вкусу', 'Соль': 'по вкусу'}",2478.1,101.5,201,76.5,619.5,25.4,50.3,19.1,238.3,9.8,19.3,7.4,4.0,"['Рис залейте 250 мл воды, доведите до кипения, накройте крышкой и варите на минимальном огне до полуготовности, примерно 15 минут. Тем временем форель нарежьте небольшими кубиками, выложите в форму для запекания, смазанную маслом. Добавьте кусочки моцареллы.', 'Сверху выложите подготовленный рис.', 'Посолите, поперчите, посыпьте чесноком.', 'Залейте сливками, накройте крышкой (или плотно запечатайте фольгой) и поставьте в разогретую до 180*С духовку на 20 минут.', 'Сыр натрите на терке, добавьте нарезанный лук и цедру, перемешайте. Черри нарежьте на половинки.', 'Форму достаньте из духовки, разложите черри.', 'Сверху посыпьте сырной смесью. Снова поставьте форму в духовку, крышкой уже не накрывайте, чтобы подрумянилось.', 'Через 10-15 минут блюдо подрумянится и будет готово!', 'Сверху украсьте укропом или петрушкой.', 'Подавайте к праздничному столу!']"
https://www.povarenok.ru/recipes/show/181215/,Каша из кураги,"{'Курага': '400 г', 'Толокно': '70 г', 'Семечки': '50 г', 'Вода': '1 л'}",1534.8,39.7,33,270.3,,,,,101,2.6,2.2,17.8,,"['Курагу замочить на пару часов в холодной воде, промыть. Залить литром холодной воды, довести до кипения. Варить 10 минут на среднем огне. \r\nКастрюлю снять с огня. Взбить блендером курагу до получения однородности.', 'Всыпать толокно и снова взбить блендером.', 'Поставить кастрюлю обратно на слабый огонь. Варить ещё 5 минут до загустения и готовности толокна.\r\nВыложить кашу в тарелку. Украсить смесью семян и семечек.', 'По желанию, добавить для украшения кусочки целой кураги.', 'Каша получается в меру густой, достаточно сладкой и сытной.', 'Готовьте с удовольствием!']"
