url,name,ingredients,instruction
https://www.povarenok.ru/recipes/show/181221/,Глазированный лимонный пирог,"{'Мука пшеничная': '215 г', 'Соль': '1/4 ч. л.', 'Масло сливочное': '220 г', 'Сахар': '150 г', 'Яйцо куриное': '4 шт', 'Ванильный сахар': '1 пакет.', 'Сок лимонный': '2 ч. л.', 'Лимон': '1 шт', 'Ликер': '1 ст. л.', 'Разрыхлитель теста': '1 ч. л.', 'Сахарная пудра': '100 г'}","['Разогрейте духовку до175 ºC, смажьте маслом прямоугольную форму для выпечки. Просейте муку, разрыхлитель и соль в миску и отложите в сторону. Взбейте миксером мягкое масло с сахаром и ванильным сахаром в пышную массу.', 'Продолжая взбивать, добавьте одно яйцо и хорошо перемешайте, затем добавьте около 2 столовых ложек муки и перемешайте до однородной массы. Продолжайте добавлять остальные яйца и муку по паре столовых ложек.\r\nЗатем добавьте лимонный сок, лимонный ликер (лимончелло) и цедру одного лимона.', 'Добавьте к тесту оставшуюся муку и хорошо перемешайте уже ложкой или лопаткой. Выложите тесто для кекса в подготовленную форму и поставьте в разогретую духовку на 15 минут. Затем уменьшите температуру до 150 ºC и продолжайте выпекать еще 40–45 минут. Дайте остыть в течение 15 минут, затем выньте из формы. переложите на решетку до полного остывания.', 'Для глазури просто смешайте сахарную пудру с соком лимона (добавляя последний частями) до получения однородной массы. Намажьте или полейте остывший пирог, позволяя ему стечь по бокам.', 'Теперь можно устраивать английское чаепитие в стиле ""Аббатство Даунтон"", как это сделала автор рецепта.', 'Вкусного и приятного чаепития!']"
https://www.povarenok.ru/recipes/show/181301/,Курица в вине с изюмом и оливками,"{'Курица': '1 шт', 'Масло оливковое': '60 мл', 'Бальзамик': '60 мл', 'Орегано': '1 ч. л.', 'Соль': '1 ч. л.', 'Чеснок': '1/2 ч. л.', 'Перец черный': 'по вкусу', 'Лист лавровый': '3 шт', 'Изюм': '70 г', 'Оливки черные': '1 упак.', 'Вино белое сухое': '120 мл', 'Сахар коричневый': '2 ст. л.'}","['Смешать масло, уксус, орегано, соль, чеснок и перец. Добавить лавровый лист, изюм и оливки.', 'Курицу разделать на порционные куски. Вилкой проколоть кожицу на курице, выложить в подготовленную смесь и хорошенько перемешать. Убрать в холодильник на несколько часов или на всю ночь, чтобы мясо замариновалось.', 'Замаринованную курицу выложить в форму.', 'В маринад влить вино, перемешать и полить им мясо.', 'Затем посыпать сахаром и поставить в духовку, разогретую до 200°C, на 45–50мин., периодически поливая курицу соусом из формы.', 'Приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181215/,Каша из кураги,"{'Курага': '400 г', 'Толокно': '70 г', 'Семечки': '50 г', 'Вода': '1 л'}","['Курагу замочить на пару часов в холодной воде, промыть. Залить литром холодной воды, довести до кипения. Варить 10 минут на среднем огне. \r\nКастрюлю снять с огня. Взбить блендером курагу до получения однородности.', 'Всыпать толокно и снова взбить блендером.', 'Поставить кастрюлю обратно на слабый огонь. Варить ещё 5 минут до загустения и готовности толокна.\r\nВыложить кашу в тарелку. Украсить смесью семян и семечек.', 'По желанию, добавить для украшения кусочки целой кураги.', 'Каша получается в меру густой, достаточно сладкой и сытной.', 'Готовьте с удовольствием!']"
https://www.povarenok.ru/recipes/show/181208/,Сельдерей с миндалем,"{'Масло сливочное': '5 ст. л.', 'Лук репчатый': '60 г', 'Соль': 'по вкусу', 'Перец черный': '1/4 ч. л.', 'Мука пшеничная': '1,5 ст. л.', 'Бульон': '0.5 стак.', 'Сливки': '200 мл', 'Миндаль': '3/4 стак.', 'Сельдерей корневой': '600 г'}","['Корень сельдерея очистить и нарезать тоненькими брусочками. Лук нарезать очень мелкими кубиками.', 'В сковороде растопить сливочное масло и выложить лук, сельдерей, перец и соль.', 'Закрыть крышкой и тушить на слабом огне 20 минут, периодически помешивая, чтобы не пригорало.', 'Отдельно в кастрюльке или сотейнике нагреть бульон (за неимением данного, можно обойтись горячей водой) и размешать в нем муку, добавить сливки и, непрерывно помешивая, довести до кипения.', 'Соединить с сельдереем и держать на огне 5 минут. Положить мелко нарезанный (предварительно очищенный и поджаренный) миндаль, при необходимости подсолить и подавать к столу. Ароматно, сытно, вкусно!']"
https://www.povarenok.ru/recipes/show/181246/,Пельмени рыбные из горбуши,"{'Мука пшеничная': '3 стак.', 'Яйцо куриное': '2 шт', 'Вода': '1 стак.', 'Масло растительное': '2 ст. л.', 'Соль': 'по вкусу', 'Филе рыбное': '1 кг', 'Сало': '200 г', 'Лук репчатый': '2 шт', 'Чеснок': '2 зуб.', 'Сок лимонный': '1 ст. л.', 'Специи': 'по вкусу'}","['Приготовить тесто: в миску вылить теплую воду, разбить в нее яйца, добавить соль и растительное масло. Перемешать до полного растворения соли. Постепенно всыпать просеянную муку и замесить тесто. Месить тесто около 10мин до эластичности (внутри не должно быть пузырей воздуха), затем отложить тесто на 30мин, чтобы клейковина разбухла.', 'Для фарша: рыбу очистить от костей, чтобы получилось филе. Очистить лук и чеснок. Сало нарезать кусочками. Все измельчить на мясорубке (можно перекрутить несколько раз для более нежной консистенции), добавить соль, специи, лимонный сок и хорошо перемешать. Готовый фарш поместить в холодильник на 30мин.', 'Тесто раскатать в тонкий пласт (чем тоньше, тем лучше) и стаканом или металлической формой вырезать одинаковые кружочки.', 'Разложить начинку и слепить пельмени любой, удобной для вас формы.', 'Варить пельмени в бульоне или просто в воде 5-7мин. Перед подачей полить растопленным сливочным маслом или сметаной, посыпать свежей зеленью.', 'Приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181294/,"Торт ""Шоколадный трюфель"" без выпечки","{'Шоколад темный': '250 г', 'Сухой завтрак': '50 г', 'Масло сливочное': '50 г', 'Сироп мятный': '2 ст. л.', 'Сливки': '350 мл', 'Ром': '2 ст. л.', 'Какао-порошок': 'по вкусу'}","['Основа. Растопите шоколад на водяной бане со сливочным маслом и сиропом.', 'Добавьте шарики, перемешайте.', 'Выложите массу в форму (18 см), разровняйте, уберите в холодильник.', 'Мусс. Растопите шоколад на водяной бане, добавьте сироп и ром, перемешайте.', 'Сливки взбейте до устойчивых форм пик, добавьте к шоколаду, перемешайте.', 'Выложите шоколадную массу на основу в форме. Уберите в холодильник на 2-3 часа для застывания.', 'Перед подачей торт аккуратно извлеките из формы, переложите на сервировочное блюдо и посыпьте какао.', 'Подавайте к столу!', 'Приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181182/,"Чай ""Красная девица""","{'Апельсин': '0,5 шт', 'Вода': '800 мл', 'Яблоко': '6-7 дол.', 'Лимон': '2 дол.', 'Корица': 'Корица', 'Орех мускатный': 'Орех мускатный', 'Гвоздика': '2 шт', 'Ванильный сахар': '1 ч. л.', 'Каркаде': '4 ч. л.'}","['Каркаде залить фильтрованной водой и оставить на 15 минут.', 'Затем добавить гвоздику, мускатный орех, ванильный сахар и корицу.\r\n (На этом этапе можно всыпать сахар по вкусу и желанию.)', 'Поставить ковш на плиту, довести до кипения и варить на медленном огне 3-4 минуты.', 'Процедить чай через ситечко.', 'Поместить в чайник: две дольки лимона,', '6-7 долек яблока,', 'дольки апельсина. Подавить фрукты, выжимая сок.\r\nВолшебный аромат!', 'Чай/пунш вкусен как в горячем виде, так и в холодном.']"
https://www.povarenok.ru/recipes/show/181191/,"Салат ""Экзотический цветок""","{'Перец болгарский': '70 г', 'Огурец': '60 г', 'Манго': '160 г', 'Листья салата': '140 г', 'Орехи кешью': '40 г', 'Тофу': '100 г', 'Сыр твердый': '70 г', 'Лук репчатый': '15 г', 'Чеснок': '1 зуб.', 'Клюква': '10 г', 'Масло оливковое': '1 ст. л.'}","['1. Разогреваем духовку до 150С.\r\n2. Моем и чистим манго и перец.\r\n3. Вымыть листья салата и накрошить их большими квадратами.', '4. Тофу нарезать на тонкие кусочки около 1 см.\r\n5. Запекаем тофу 10 мин при 150С (вторая полка сверху и нагрев только снизу). Можно и проще сделать - пожарить на сухой сковороде. Кому как удобно.', '6. Выкладываем листья салата на блюдо.', '7. Нарезаем огурец кубиками и выкладываем поверх листьев салата.\r\n8. Нарезаем перец полоскали и выкладываем по краю салата.', '9. Клюкву измельчаем (ножом или блендером) и смешиваем с маслом.\r\n10. Нарезаем кубиками манго и выкладываем поверх огурцов.\r\n11. Моем, чистим лук и чеснок. Мелко их крошим и посыпаем салат.', '12. Нарезаем небольшими квадратами тофу и кубиками сыр. Выкладываем их поверх салата.', '13. Крошим ножом орехи и посыпаем салат.\r\n14. Поливаем салат ""маслянно-клюквенным"" соусом.\r\n15. Украшаем остатками перца.\r\nНе солила, так как сыр соленый, но любители солененького могут еще и посолить по вкусу.\n\r\nПриятного аппетита!']"
https://www.povarenok.ru/recipes/show/181303/,Салат с креветками и грушей,"{'Креветки': '125 г', 'Груша': '1 шт', 'Сыр мягкий': '50 г', 'Орехи грецкие': '10 г', 'Мед': '3 ч. л.', 'Масло оливковое': '1 ст. л.', 'Горчица': '1 ст. л.', 'Сок лимонный': '1 ст. л.', 'Апельсин': '1/2 шт', 'Листья салата': '60 г'}","['Смешать апельсиновый сок с медом.', 'Нарезать грушу на мелкие пластинки и тушить в смеси апельсинового сока и меда минут 5 до образования карамели.', 'Выложить рукколу в салатницу.', 'Добавить креветки.', 'Добавить карамельные кусочки груши.', 'Добавить мелко нарезанные сыр Дорблю и грецкие орехи.', 'Создать заправку, смешав лимонный сок, дижонскую горчицу, оливковое масло и мед. Вылить заправку на салат, тщательно перемешав. Приятного аппетита.']"
https://www.povarenok.ru/recipes/show/181251/,Мини ватрушки из баранок,"{'Сушки': '350 г', 'Молоко': '800 мл', 'Творог': '300 г', 'Яйцо куриное': '2 шт', 'Сахар': '2 ст. л.', 'Ванильный сахар': '10 г'}","['1. Налейте молоко в большую миску. Можно соединить 400 мл молока и 400 мл воды. Погрузите баранки в молоко и оставьте от 15 минут до часа, периодически переворачивая, чтобы они равномерно пропитались и стали мягкими, но не раскисли.\r\n2. В миске соедините творог, яйца, сахар и ванильный сахар. Взбейте их блендером или миксером до получения однородной массы.\r\n3. Разогрейте духовку до 180°С и подготовьте противень, застелите пекарской бумагой.\r\n4. Выньте баранки из молока и положите их на противень. Затем выложите на каждую баранку творожную начинку.\r\n5. Запекайте в предварительно разогретой духовке 20-25 минут.\r\n6. После готовности выньте из духовки, переложите на тарелку и наслаждайтесь ароматной и нежной выпечкой!\n \nПриятного аппетита!']"
https://www.povarenok.ru/recipes/show/181230/,Козинаки «Микс»,"{'Мед': '200 г', 'Сахарная пудра': '2 ст. л.', 'Орехи': '380 г', 'Масло растительное': '1 ст. л.'}","['Берем любые орехи в количестве 380 грамм и давим их скалкой в пакете или на полотенце. У меня: 300 г смеси кешью, фундука, арахиса, грецких орехов и смесь семечек подсолнуха, тыквы и кунжута. Блендер и мясорубку не использовать)', 'Готовим лист бумаги для выпечки. Смачиваем его под проточной водой, разравниваем на ровной поверхности и рукой растираем по нему ложку растительного масла без запаха.', 'В кастрюлю (2 л) выкладываем 200 г меда и нагреваем его, постоянно помешивая. Как закипит, убавляем огонь на средний. Мед будет пениться, кастрюлю приподнимаем и опять опускаем, так 4 минуты.', 'Добавляем 2 ст. л. (без горки) сахарной пудры и, перемешивая, даем ей раствориться в течении двух минут.', 'Добавляем орехово-семечковую смесь. Тщательно вымешиваем одну-две минуты.', 'Снимаем с огня и выкладываем массу на подготовленный лист бумаги.', 'Ложкой придавливаем как можно тоньше, одновременно придаем форму квадрата. Минут через пять смесь будет теплой и ее можно подправить руками. У меня получилась толщина пол-пальца.', 'Когда смесь остыла, но еще не полностью застыла, нарезать.', 'Даем застыть. Для хранения: на дно емкости кладем промасленную бумагу и между рядами козинак также прокладываем бумагу. Я использую бумагу, на которой козинаки застывали. Просто режу ее на части и перекладываю. Приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181194/,Базиликовый чай с яблоком,"{'Вода': '1 л', 'Базилик': '2-3 веточ.', 'Яблоко': '0,5-1 шт', 'Лимон': 'Лимон', 'Чай черный': '1 ч. л.'}","['В заварочный чайник всыпать крупнолистовой чай.', 'Добавить яблочные дольки.\r\n (Предварительно хорошо вымыть яблоко)', 'Под проточной водой промыть базилик, оборвать листочки и опустить в чайник.', 'Залить некрутым кипятком.', 'Через 5 минут опустить 1-2 лимонных кружка от небольшого лимона.', 'Укутать чайник полотенцем и дать постоять ещё минут 7-10.']"
https://www.povarenok.ru/recipes/show/181210/,Запеченная цветная капуста с маслинами,"{'Капуста цветная': '400 г', 'Масло оливковое': '2 ст. л.', 'Лук репчатый': '1 шт', 'Чеснок': '1 зуб.', 'Маслины': '30 г', 'Сок лимонный': '1 ст. л.', 'Перец черный': 'по вкусу', 'Соль': 'по вкусу'}","['Капусту разберите на соцветия, посолите, поперчите.', 'Выложите в форму для запекания, застеленную пекарской бумагой.', 'Добавьте лук, нарезанный полукольцами, сбрызните 1 ст. л. оливкового масла.', 'Поставьте в духовку на 20-25 минут при 220*С.', 'А пока приготовьте заправку. Нарежьте маслины маленькими кусочками, добавьте измельченный чеснок, оставшееся оливковое масло и лимонный сок. Посолите, поперчите, перемешайте.', 'Готовую капусту полейте заправкой.', 'Хорошо перемешайте.', 'Подавайте к столу.']"
